country_code,place_name,cluster_repr
ETH,GAYENT,GAYENT
ETH,GAYNT,GAYENT
ETH,AGENA,AGENA
ETH,GENA,AGENA
ETH,NAZRETH,NAZRETH
ETH,NAZARETH,NAZRETH
ETH,NAZRET,NAZRETH
ETH,GIMJABET,GIMJABET
ETH,SIMJABET,GIMJABET
ETH,DILLA,DILLA
ETH,DILA,DILLA
ETH,BUTAJRA,BUTAJRA
ETH,BUTAJIRA,BUTAJRA
ETH,BAHIR DAR,BAHIR DAR
ETH,BAHIRDAR,BAHIR DAR
ETH,ADABA,ADABA
ETH,ADAA,ADABA
ETH,HARAR,HARAR
ETH,HARARO,HARAR
ETH,FINOTE SELAM,FINOTE SELAM
ETH,FINOTESELAM,FINOTE SELAM
ETH,MEKELE,MEKELE
ETH,MEKELLE,MEKELE
ETH,DEMBI,DEMBI
ETH,DEMBIA,DEMBI
ETH,DEBRETABOR,DEBRETABOR
ETH,DEBRE TABOR,DEBRETABOR
ETH,GOJJAM,GOJJAM
ETH,GOJAM,GOJJAM
ETH,ELEMO,ELEMO
ETH,LEMO,ELEMO
ETH,GULEMEKEDA,GULEMEKEDA
ETH,GULOMEKEDA,GULEMEKEDA
ETH,WOLIDIYA,WOLIDIYA
ETH,WOLDIA,WOLIDIYA
ETH,HALABA,HALABA
ETH,ALABA,HALABA
ETH,WELLEGA,WELLEGA
ETH,WOLLEGA,WELLEGA
ETH,WELEGA,WELLEGA
ETH,GEDEO,GEDEO
ETH,GEDO,GEDEO
ETH,BATILEJANA,BATILEJANA
ETH,BATILEJANO,BATILEJANA
ETH,BATI LEJANA,BATILEJANA
ETH,BATI LEJANO,BATILEJANA
ETH,WONDOGENET,WONDOGENET
ETH,WONDO GENET,WONDOGENET
ETH,WENDOGENET,WONDOGENET
ETH,OLANKOMI,OLANKOMI
ETH,OLENKOMI,OLANKOMI
ETH,WUKRO,WUKRO
ETH,WUKIRO,WUKRO
ETH,GELANGUDA,GELANGUDA
ETH,GELAN GUDA,GELANGUDA
ETH,HAGERESELAM,HAGERESELAM
ETH,HAGERE SELAM,HAGERESELAM
ETH,ALIGE,ALIGE
ETH,ALGE,ALIGE
ETH,MINJAR,MINJAR
ETH,MINJARO,MINJAR
ETH,WEREILU,WEREILU
ETH,WOREILU,WEREILU
ETH,SHASHEMENE,SHASHEMENE
ETH,SHASHAMENE,SHASHEMENE
ETH,KOREM,KOREM
ETH,KORE,KOREM
ETH,WOLMERA,WOLMERA
ETH,WELMERA,WOLMERA
ETH,DERAGOT,DERAGOT
ETH,DEBAGOT,DERAGOT
ETH,WEST SHEWA,WEST SHEWA
ETH,EAST SHEWA,WEST SHEWA
ETH,HABE,HABE
ETH,SHABE,HABE
ETH,BECHOK,BECHOK
ETH,BECHO,BECHOK
ETH,BULBULA,BULBULA
ETH,BULBULO,BULBULA
ETH,WONJISHOA,WONJISHOA
ETH,WENJISHOA,WONJISHOA
ETH,ANENO SHISHO,ANENO SHISHO
ETH,ANANO SHISHO,ANENO SHISHO
ETH,ESTE,ESTE
ETH,ESTIE,ESTE
ETH,WELO,WELO
ETH,WELLO,WELO
ETH,WOLAYITA SODO,WOLAYITA SODO
ETH,WOLAITA SODO,WOLAYITA SODO
ETH,ARBAMINCH,ARBAMINCH
ETH,ARBA MINCH,ARBAMINCH
ETH,ARBAMINCHI,ARBAMINCH
ETH,ABOMSA,ABOMSA
ETH,ABOSA,ABOMSA
ETH,BEKOJI,BEKOJI
ETH,BEKOJ,BEKOJI
ETH,MENJAR,MENJAR
ETH,ENJAR,MENJAR
ETH,ETHIOPIA,ETHIOPIA
ETH,ETHIOPIAN,ETHIOPIA
ETH,KEMBATA,KEMBATA
ETH,KEBATA,KEMBATA
ETH,WEREBABO,WEREBABO
ETH,WOREBABO,WEREBABO
IND,ALAPPUZHA KERALA,ALAPPUZHA KERALA
IND,MALAPPURAM KERALA,ALAPPUZHA KERALA
IND,KOLLAM KERALA,KOLLAM KERALA
IND,KOLLADA KERALA,KOLLAM KERALA
IND,SURAPAGUDEM ANDHRA PRADESH,SURAPAGUDEM ANDHRA PRADESH
IND,SURAMPUDI ANDHRA PRADESH,SURAPAGUDEM ANDHRA PRADESH
IND,HARIPPAD KERALA,HARIPPAD KERALA
IND,HARIPAD KERALA,HARIPPAD KERALA
IND,RIKHAR BIHAR,RIKHAR BIHAR
IND,BIHAR BIHAR,RIKHAR BIHAR
IND,ARIPALAM KERALA,ARIPALAM KERALA
IND,ERANHIPALAM KERALA,ARIPALAM KERALA
IND,ARALAN KERALA,ARIPALAM KERALA
IND,PEVE MAHARASHTRA,PEVE MAHARASHTRA
IND,PUNE MAHARASHTRA,PEVE MAHARASHTRA
IND,KAMPTEE MAHARASHTRA,PEVE MAHARASHTRA
IND,MUMBAI MAHARASHTRA,MUMBAI MAHARASHTRA
IND,NAVI MUMBAI MAHARASHTRA,MUMBAI MAHARASHTRA
IND,KALLEKULAM KERALA,KALLEKULAM KERALA
IND,KALLUMALA KERALA,KALLEKULAM KERALA
IND,KOZHENCHERRY KERALA,KOZHENCHERRY KERALA
IND,KOZHANCHERRY KERALA,KOZHENCHERRY KERALA
IND,BAL PUNJAB,BAL PUNJAB
IND,BORA PUNJAB,BAL PUNJAB
IND,BENGALURU KARNATAKA,BENGALURU KARNATAKA
IND,MANGALURU KARNATAKA,BENGALURU KARNATAKA
IND,BELUR KARNATAKA,BENGALURU KARNATAKA
IND,MANNAR KERALA,MANNAR KERALA
IND,KANNUR KERALA,MANNAR KERALA
IND,MANGAD KERALA,MANNAR KERALA
IND,MANNARKKAD KERALA,MANNAR KERALA
IND,KOOTHALI KERALA,KOOTHALI KERALA
IND,KOTHAD KERALA,KOOTHALI KERALA
IND,SIMULBARI DARJEELING WEST BENGAL,SIMULBARI DARJEELING WEST BENGAL
IND,MIRIK DARJEELING WEST BENGAL,SIMULBARI DARJEELING WEST BENGAL
IND,CHENNAI TAMIL NADU,CHENNAI TAMIL NADU
IND,THENI TAMIL NADU,CHENNAI TAMIL NADU
IND,GUDUR ANDHRA PRADESH,GUDUR ANDHRA PRADESH
IND,UNDI ANDHRA PRADESH,GUDUR ANDHRA PRADESH
IND,GONDI ANDHRA PRADESH,GUDUR ANDHRA PRADESH
IND,AINAPURAM ANDHRA PRADESH,AINAPURAM ANDHRA PRADESH
IND,MALIKIPURAM ANDHRA PRADESH,AINAPURAM ANDHRA PRADESH
IND,NARSAPURAM ANDHRA PRADESH,AINAPURAM ANDHRA PRADESH
IND,KAKINADA ANDHRA PRADESH,AINAPURAM ANDHRA PRADESH
IND,NARASAPURAM ANDHRA PRADESH,AINAPURAM ANDHRA PRADESH
IND,NARSAPUR ANDHRA PRADESH,AINAPURAM ANDHRA PRADESH
IND,KOTHAMANGALAM KERALA,KOTHAMANGALAM KERALA
IND,KAIPAMANGALAM KERALA,KOTHAMANGALAM KERALA
IND,VALIATHURA KERALA,VALIATHURA KERALA
IND,PALLITHURA KERALA,VALIATHURA KERALA
IND,KALANAUR PUNJAB,KALANAUR PUNJAB
IND,KALYAN PUNJAB,KALANAUR PUNJAB
IND,KODUNGALLUR KERALA,KODUNGALLUR KERALA
IND,KODUGALLUR KERALA,KODUNGALLUR KERALA
IND,NADALA PUNJAB,NADALA PUNJAB
IND,WADALA PUNJAB,NADALA PUNJAB
IND,GODILANKA ANDHRA PRADESH,GODILANKA ANDHRA PRADESH
IND,PEDALANKA ANDHRA PRADESH,GODILANKA ANDHRA PRADESH
IND,RAMESWARAM ANDHRA PRADESH,RAMESWARAM ANDHRA PRADESH
IND,RAJAVARAM ANDHRA PRADESH,RAMESWARAM ANDHRA PRADESH
IND,RAZOLE ANDHRA PRADESH,RAZOLE ANDHRA PRADESH
IND,RYALI ANDHRA PRADESH,RAZOLE ANDHRA PRADESH
IND,WAYANAD KERALA,WAYANAD KERALA
IND,PAYANGADI KERALA,WAYANAD KERALA
IND,ALUVA KERALA,ALUVA KERALA
IND,MALA KERALA,ALUVA KERALA
IND,KATTOOR KERALA,KATTOOR KERALA
IND,KOTTIYOOR KERALA,KATTOOR KERALA
IND,ALOOR KERALA,KATTOOR KERALA
IND,MATTOOL KERALA,KATTOOR KERALA
IND,ADOOR KERALA,KATTOOR KERALA
IND,TADEPALLIGUDEM ANDHRA PRADESH,TADEPALLIGUDEM ANDHRA PRADESH
IND,TADIPALLI ANDHRA PRADESH,TADEPALLIGUDEM ANDHRA PRADESH
IND,HARDASPUR PUNJAB,HARDASPUR PUNJAB
IND,ADAMPUR PUNJAB,HARDASPUR PUNJAB
IND,COCHIN KERALA,COCHIN KERALA
IND,KOCHI KERALA,COCHIN KERALA
IND,AROOR KARNATAKA,AROOR KARNATAKA
IND,KAROOR KARNATAKA,AROOR KARNATAKA
IND,KARKALA KARNATAKA,KARKALA KARNATAKA
IND,KARVAR KARNATAKA,KARKALA KARNATAKA
IND,KAYAMKULAM KERALA,KAYAMKULAM KERALA
IND,KUNNAMKULAM KERALA,KAYAMKULAM KERALA
IND,KHALWARA PUNJAB,KHALWARA PUNJAB
IND,PHAGWARA PUNJAB,KHALWARA PUNJAB
IND,BADAGARA KERALA,BADAGARA KERALA
IND,NADAYARA KERALA,BADAGARA KERALA
IND,SIKAR RAJASTHAN,SIKAR RAJASTHAN
IND,BIKANER RAJASTHAN,SIKAR RAJASTHAN
IND,KOLATHUR TAMIL NADU,KOLATHUR TAMIL NADU
IND,V KALATHUR TAMIL NADU,KOLATHUR TAMIL NADU
IND,PUNALUR KERALA,PUNALUR KERALA
IND,PULLUR KERALA,PUNALUR KERALA
IND,PUDUKKOTTAI TAMIL NADU,PUDUKKOTTAI TAMIL NADU
IND,PATTUKKOTTAI TAMIL NADU,PUDUKKOTTAI TAMIL NADU
IND,PAKHOWAL PUNJAB,PAKHOWAL PUNJAB
IND,NATHOWAL PUNJAB,PAKHOWAL PUNJAB
IND,ARUKALIKKAL EAST KERALA,ARUKALIKKAL EAST KERALA
IND,ARUKALIKKAL KERALA,ARUKALIKKAL EAST KERALA
IND,KODIBAIL KERALA,KODIBAIL KERALA
IND,KODALY KERALA,KODIBAIL KERALA
IND,KOLHAPUR MAHARASHTRA,KOLHAPUR MAHARASHTRA
IND,SOLAPUR MAHARASHTRA,KOLHAPUR MAHARASHTRA
IND,SHRINGERI KARNATAKA,SHRINGERI KARNATAKA
IND,SRINGERI KARNATAKA,SHRINGERI KARNATAKA
IND,PUTTADY KERALA,PUTTADY KERALA
IND,POTTA KERALA,PUTTADY KERALA
IND,KHAMGAON MAHARASHTRA,KHAMGAON MAHARASHTRA
IND,MALEGAON MAHARASHTRA,KHAMGAON MAHARASHTRA
IND,JAKHANGAON MAHARASHTRA,KHAMGAON MAHARASHTRA
IND,KALAVAPUDI ANDHRA PRADESH,KALAVAPUDI ANDHRA PRADESH
IND,MALLIPUDI ANDHRA PRADESH,KALAVAPUDI ANDHRA PRADESH
IND,MANSA PUNJAB,MANSA PUNJAB
IND,MALSIAN PUNJAB,MANSA PUNJAB
IND,PUTHURUTHY KERALA,PUTHURUTHY KERALA
IND,ELATHURUTHY KERALA,PUTHURUTHY KERALA
IND,ADDALAPALEM ANDHRA PRADESH,ADDALAPALEM ANDHRA PRADESH
IND,KADAPA ANDHRA PRADESH,ADDALAPALEM ANDHRA PRADESH
IND,MANASSERY KERALA,MANASSERY KERALA
IND,THALASSERY KERALA,MANASSERY KERALA
IND,KUTTA KARNATAKA,KUTTA KARNATAKA
IND,HUTTI KARNATAKA,KUTTA KARNATAKA
IND,CHERANALLOOR KERALA,CHERANALLOOR KERALA
IND,ERANOOR KERALA,CHERANALLOOR KERALA
IND,KOTTARAKARA KERALA,KOTTARAKARA KERALA
IND,KOTTARAKKARA KERALA,KOTTARAKARA KERALA
IND,MOGA PUNJAB,MOGA PUNJAB
IND,GHOGA PUNJAB,MOGA PUNJAB
IND,BADAMI KARNATAKA,BADAMI KARNATAKA
IND,BALLARI KARNATAKA,BADAMI KARNATAKA
IND,ALIGARH UTTAR PRADESH,ALIGARH UTTAR PRADESH
IND,BALLIA UTTAR PRADESH,ALIGARH UTTAR PRADESH
IND,ANIKAD KERALA,ANIKAD KERALA
IND,AICKAD KERALA,ANIKAD KERALA
IND,KASARAGOD KERALA,KASARAGOD KERALA
IND,KASARGOD KERALA,KASARAGOD KERALA
IND,MANAPAD TAMIL NADU,MANAPAD TAMIL NADU
IND,MANAPPARAI TAMIL NADU,MANAPAD TAMIL NADU
IND,KALWARI MADHYA PRADESH,KALWARI MADHYA PRADESH
IND,KHANDWA MADHYA PRADESH,KALWARI MADHYA PRADESH
KEN,KAKAMEGA,KAKAMEGA
KEN,KAKAMENGA,KAKAMEGA
KEN,MURANGA,MURANGA
KEN,MURANG A,MURANGA
KEN,THIKA EAST,THIKA EAST
KEN,THIKA WEST,THIKA EAST
KEN,LAIKIPIA EAST,LAIKIPIA EAST
KEN,LAIKIPIA WEST,LAIKIPIA EAST
KEN,LAIKIPIA EAST KEN,LAIKIPIA EAST
KEN,MURANG A EAST,MURANG A EAST
KEN,MURANGA EAST,MURANG A EAST
KEN,KISII CENTRAL KEN,KISII CENTRAL KEN
KEN,KISII CENTRAL,KISII CENTRAL KEN
KEN,NAKURU NORTH,NAKURU NORTH
KEN,NAKURU NORTH KEN,NAKURU NORTH
KEN,KAKAMEGA CENTRAL KEN,KAKAMEGA CENTRAL KEN
KEN,KAKAMEGA CENTRAL,KAKAMEGA CENTRAL KEN
KEN,MERU CENTRAL,MERU CENTRAL
KEN,MERU CENTRAL KEN,MERU CENTRAL
KEN,SIAYA KEN,SIAYA KEN
KEN,SAIYA KEN,SIAYA KEN
KEN,TAITA TAVETA,TAITA TAVETA
KEN,TAITA TAVETA KEN,TAITA TAVETA
KEN,KISUMU EAST,KISUMU EAST
KEN,KISUMU WEST,KISUMU EAST
KEN,KISUMU EAST KEN,KISUMU EAST
KEN,MURANG A SOUTH,MURANG A SOUTH
KEN,MURANGA SOUTH,MURANG A SOUTH
KEN,ELDORET WEST KEN,ELDORET WEST KEN
KEN,ELDORET WEST,ELDORET WEST KEN
KEN,UASIN GISHU,UASIN GISHU
KEN,UASIN GISHU KEN,UASIN GISHU
KEN,KIAMBU WEST,KIAMBU WEST
KEN,KIAMBU EAST,KIAMBU WEST
KEN,NYANDARUA NORTH,NYANDARUA NORTH
KEN,NYANDARUA SOUTH,NYANDARUA NORTH
KEN,NYANDAHUA NORTH,NYANDARUA NORTH
KEN,MURANGA KEN,MURANGA KEN
KEN,MURANG A KEN,MURANGA KEN
KEN,TRANS NZOIA WEST,TRANS NZOIA WEST
KEN,TRANS NZOIA EAST,TRANS NZOIA WEST
KEN,TRANS NZOIA WEST KEN,TRANS NZOIA WEST
KEN,TRANSNZOIA WEST KEN,TRANS NZOIA WEST
KEN,TRANS NZOIA,TRANS NZOIA
KEN,TRANS NZOIA KEN,TRANS NZOIA
KEN,NYERI CENTRAL,NYERI CENTRAL
KEN,NYERI CENTRAL KEN,NYERI CENTRAL
KEN,KWALEKEN,KWALEKEN
KEN,KWALE KEN,KWALEKEN
KEN,NYANDARUA KENYA,NYANDARUA KENYA
KEN,NYANDARUA KEN,NYANDARUA KENYA
KEN,MURANGA NORTH KEN,MURANGA NORTH KEN
KEN,MURANGA NORTH,MURANGA NORTH KEN
KEN,MATHIRA EAST KEN,MATHIRA EAST KEN
KEN,MATHIRA EAST,MATHIRA EAST KEN
LKA,WELLAWATTE,WELLAWATTE
LKA,WELLAWATTA,WELLAWATTE
LKA,KALUTHARA,KALUTHARA
LKA,KALUTARA,KALUTHARA
LKA,HAMBANTOTA,HAMBANTOTA
LKA,HAMBANTHOTA,HAMBANTOTA
LKA,AMBALANTOTA,HAMBANTOTA
LKA,UWAKELE WATTA,UWAKELE WATTA
LKA,UWAKALE WATHTHA,UWAKELE WATTA
MDG,BEFELATANANA ANTANANARIVO,BEFELATANANA ANTANANARIVO
MDG,BEFELATANANA ANTANANARIVO IV,BEFELATANANA ANTANANARIVO
MMN,THABAUNG,THABAUNG
MMN,THARBAUNG,THABAUNG
NPL,NAWALPARASI EAST,NAWALPARASI EAST
NPL,NAWALPARASI  WEST,NAWALPARASI EAST
NPL,NAWALPARASI WEST,NAWALPARASI EAST
NPL,NAWALPARASI  EAST,NAWALPARASI EAST
NPL,NAWALPARASI (WEST),NAWALPARASI EAST
NPL,PALPA,PALPA
NPL,PALPAL,PALPA
NPL,KAILAL,KAILAL
NPL,KAILALI,KAILAL
PAK,DERA GHAZI KHAN,DERA GHAZI KHAN
PAK,DERA GHAZI KHAN PAK,DERA GHAZI KHAN
PHL,DAGUPAN CITY,DAGUPAN CITY
PHL,DAGUPAN CI,DAGUPAN CITY
PHL,STO TOMAS DAVAO,STO TOMAS DAVAO
PHL,STO TOMAS DAVAD,STO TOMAS DAVAO
PHL,STO TOMAS DVO,STO TOMAS DAVAO
PHL,BASEY W SAMAR,BASEY W SAMAR
PHL,BASEY SAMAR,BASEY W SAMAR
PHL,GUIMBA N ECIJA,GUIMBA N ECIJA
PHL,GUIMBA NUEVA ECIJA,GUIMBA N ECIJA
PHL,G GENEROSO DV OR,G GENEROSO DV OR
PHL,G GENEROSO DVO OR,G GENEROSO DV OR
PHL,SAN PASCUAL MBT,SAN PASCUAL MBT
PHL,SAN PASCUAL BTS,SAN PASCUAL MBT
PHL,SN FERNANDO CEBU,SN FERNANDO CEBU
PHL,SAN FERNANDO CEBU,SN FERNANDO CEBU
PHL,KUMALARANG ZDS,KUMALARANG ZDS
PHL,KUMALARANG ZAM DS,KUMALARANG ZDS
PHL,MATALAM NO COT,MATALAM NO COT
PHL,MATALAM N COT,MATALAM NO COT
PHL,MATALAM COT,MATALAM NO COT
PHL,STO DOMINGO NE,STO DOMINGO NE
PHL,STO DOMINGO IS,STO DOMINGO NE
PHL,NABUNTURAN DDN,NABUNTURAN DDN
PHL,NABUNTURAN DON,NABUNTURAN DDN
PHL,GARCHITORENA CAM,GARCHITORENA CAM
PHL,GARCHITORENA C S,GARCHITORENA CAM
PHL,TAGBILARAN CITY,TAGBILARAN CITY
PHL,TAGBILARAN CITY BHL,TAGBILARAN CITY
PHL,DAVAO CITY,DAVAO CITY
PHL,DAVAD CITY,DAVAO CITY
PHL,DANAO CITY,DAVAO CITY
PHL,KAUSWAGAN LDN,KAUSWAGAN LDN
PHL,KAUSMAGAN LDN,KAUSWAGAN LDN
PHL,BALANGA BATAAN,BALANGA BATAAN
PHL,BAGAC BATAAN,BALANGA BATAAN
PHL,DULAG LEYTE,DULAG LEYTE
PHL,DULAS LEYTE,DULAG LEYTE
PHL,POTOTAN ILOILO,POTOTAN ILOILO
PHL,OTON ILOILO,POTOTAN ILOILO
PHL,TARLAC TARLAC,TARLAC TARLAC
PHL,TARLAC TLC,TARLAC TARLAC
PHL,SILAY CITY,SILAY CITY
PHL,SIPALAY CITY,SILAY CITY
PHL,DIONISIO ILOILO,DIONISIO ILOILO
PHL,SAN DIONISIO ILOILO,DIONISIO ILOILO
PHL,LUTAYAN S KUD,LUTAYAN S KUD
PHL,LUTAYAN S KUDARAT,LUTAYAN S KUD
PHL,ALICIA BOHOL,ALICIA BOHOL
PHL,VALENCIA BOHOL,ALICIA BOHOL
PHL,BAAO CAM SUR,BAAO CAM SUR
PHL,BATO CAM SUR,BAAO CAM SUR
PHL,SN MARIANO ISABELA,SN MARIANO ISABELA
PHL,SAN MARIANO ISA,SN MARIANO ISABELA
PHL,CALABANGA CAM S,CALABANGA CAM S
PHL,CALAOANGA CAM S,CALABANGA CAM S
PHL,PINAMALAYAN MDO,PINAMALAYAN MDO
PHL,PINAMALAYAN OR MDD,PINAMALAYAN MDO
PHL,TUGUEGARAO CAG,TUGUEGARAO CAG
PHL,TUGUEGARAO CAGAYAN,TUGUEGARAO CAG
PHL,BAYOMBONG N VIZ,BAYOMBONG N VIZ
PHL,BAMBANG N VIZ,BAYOMBONG N VIZ
PHL,OZAMIZ CITY,OZAMIZ CITY
PHL,OZAMIS CITY,OZAMIZ CITY
PHL,TAYTAY RIZAL,TAYTAY RIZAL
PHL,TANAY RIZAL,TAYTAY RIZAL
PHL,ILIGAN CITY,ILIGAN CITY
PHL,IRIGA CITY,ILIGAN CITY
PHL,ISULAN S KUDARAT,ISULAN S KUDARAT
PHL,ISULAN S KUD,ISULAN S KUDARAT
PHL,BATAC ILOCOS N,BATAC ILOCOS N
PHL,BADOC ILOCOS N,BATAC ILOCOS N
PHL,BATAC ILS NO,BATAC ILOCOS N
PHL,BANNA ILOCOS N,BATAC ILOCOS N
PHL,BATAC ILOCOS NORTE,BATAC ILOCOS N
PHL,BANISILAN COTABATO,BANISILAN COTABATO
PHL,BANISTAN COTABATO,BANISILAN COTABATO
PHL,ULUTANGA ZAM DS,ULUTANGA ZAM DS
PHL,OLUTANGA ZAM DS,ULUTANGA ZAM DS
PHL,CALUBIAN LEYTE,CALUBIAN LEYTE
PHL,CAIBIRAN LEYTE,CALUBIAN LEYTE
PHL,STA MARIA BUL,STA MARIA BUL
PHL,STA MARIA BULACAN,STA MARIA BUL
PHL,BAGUIO CITY,BAGUIO CITY
PHL,BAGO CITY,BAGUIO CITY
PHL,N LUCENA ILOILO,N LUCENA ILOILO
PHL,NEW LUCENA ILOILO,N LUCENA ILOILO
PHL,LUCENA ILOILO,N LUCENA ILOILO
PHL,SANCHEZ MIRA CAG,SANCHEZ MIRA CAG
PHL,SANCHEZ MIRA CAGE,SANCHEZ MIRA CAG
PHL,DILASAG AURORA,DILASAG AURORA
PHL,DILABAG AURORA,DILASAG AURORA
PHL,MANAPLA NEG OC,MANAPLA NEG OC
PHL,MANAPLA N OC,MANAPLA NEG OC
PHL,BULA CAM SUR,BULA CAM SUR
PHL,NABUA CAM SUR,BULA CAM SUR
PHL,CABAGAN ISABELA,CABAGAN ISABELA
PHL,CAUAYAN ISABELA,CABAGAN ISABELA
PHL,CABATUAN ISABELA,CABAGAN ISABELA
PHL,ALLANERA N ECIJA,ALLANERA N ECIJA
PHL,LLANERA N ECIJA,ALLANERA N ECIJA
PHL,TALAVERA N ECIJA,ALLANERA N ECIJA
PHL,LLAMERA N ECIJA,ALLANERA N ECIJA
PHL,KIDAPAWAN NO COT,KIDAPAWAN NO COT
PHL,KIDAPAWAN COT,KIDAPAWAN NO COT
PHL,KIDAPAWAN NO CO,KIDAPAWAN NO COT
PHL,BISLIG SGO DS,BISLIG SGO DS
PHL,BISLIG SURIGAO DS,BISLIG SGO DS
PHL,CALOOCAN CITY,CALOOCAN CITY
PHL,KALOOKAN CITY,CALOOCAN CITY
PHL,DUMAGUETE CITY,DUMAGUETE CITY
PHL,DUMAGUETE CITY N OR,DUMAGUETE CITY
PHL,SAN FERNANDO PMP,SAN FERNANDO PMP
PHL,SAN FERNANDO PAMP,SAN FERNANDO PMP
PHL,PIGCAWAYAN COT,PIGCAWAYAN COT
PHL,PIGKAWAYAN COT,PIGCAWAYAN COT
PHL,CUYAPO N ECIJA,CUYAPO N ECIJA
PHL,CUYAPO NUEVA ECIJA,CUYAPO N ECIJA
PHL,TANAUAN BATANGAS,TANAUAN BATANGAS
PHL,BAUAN BATANGAS,TANAUAN BATANGAS
PHL,SAN JUAN BATANGAS,TANAUAN BATANGAS
PHL,DINALUPIHAN BTN,DINALUPIHAN BTN
PHL,DINALUPIHAN BATAAN,DINALUPIHAN BTN
PHL,DANALUPIHAN BATAAN,DINALUPIHAN BTN
PHL,JUBAN SORSOGON,JUBAN SORSOGON
PHL,BULAN SORSOGON,JUBAN SORSOGON
PHL,BACON SORSOGON,JUBAN SORSOGON
PHL,GUBAT SORSOGON,JUBAN SORSOGON
PHL,SAN ANTONIO NE,SAN ANTONIO NE
PHL,SAN ANTONIO QZN,SAN ANTONIO NE
PHL,SAN LUIS PAMPANGA,SAN LUIS PAMPANGA
PHL,SN LUIS PAMPANGA,SAN LUIS PAMPANGA
PHL,NABUNTURAN DAVAG,NABUNTURAN DAVAG
PHL,NABUNTURAN DAVAO,NABUNTURAN DAVAG
PHL,S CARLOS CTY PGN,S CARLOS CTY PGN
PHL,S CARLOS CITY NEG,S CARLOS CTY PGN
PHL,SIPALAY NEG OC,SIPALAY NEG OC
PHL,SAGAY NEG OC,SIPALAY NEG OC
